id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
344;São Paulo;Ana Oliveira;Guitar Condor;Kyle Albrekht;masculino;boleto
345;Belo Horizonte;Leticia;Guitar Condor;Henry Clarke;masculino;dinheiro
346;Belo Horizonte;Leticia;Iphone;Kay Barrie;feminino;dinheiro
347;Juiz de Fora;Luiza;Iphone;Leo Marx;masculino;boleto
348;São Paulo;Ana Oliveira;Guitar Condor;Perry Cole;masculino;pix
349;Juiz de Fora;Luiza;Geladeira;Juanita Stovall;feminino;dinheiro
350;São Brás;Carlos;Iphone;Victoria Carter;feminino;cartão de crédito
351;Juiz de Fora;Luiza;Geladeira;Shannon Warren;feminino;cartão de crédito
352;São Paulo;Ana Oliveira;Geladeira;Pamela Carreon;feminino;cartão de crédito
353;Belo Horizonte;Luiz;Guitar Condor;Lucy Hood;feminino;pix
354;São Paulo;Lucas Pereira;Smart Band 9 pro;Phyllis Scott;feminino;dinheiro
355;São Paulo;Ana Oliveira;Iphone;Roger Clapper;masculino;dinheiro
356;São Paulo;Ana Oliveira;Geladeira;Fredric Sanchez;masculino;dinheiro
357;São Brás;Cristina;Geladeira;Lauren Crawford;feminino;cartão de crédito
358;Belo Horizonte;Leticia;Iphone;Jane Mata;feminino;pix
359;Juiz de Fora;Luiza;Geladeira;Grace Jackson;feminino;pix
360;São Paulo;Ana Oliveira;Smart Band 9 pro;Anastasia Duhe;feminino;boleto
361;São Brás;Carlos;Iphone;Michelle Brown;feminino;pix
362;São Brás;Carlos;Geladeira;Tommy Perfater;masculino;cartão de crédito
363;São Brás;Cristina;Iphone;Carol Downing;feminino;boleto
364;São Brás;Cristina;Geladeira;John Brooker;masculino;boleto
365;São Brás;Carlos;Iphone;Henry Robinson;masculino;cartão de crédito
366;São Brás;Cristina;Iphone;Kathleen Barnett;feminino;boleto
367;São Paulo;Ana Oliveira;Iphone;Cynthia Lance;feminino;pix
368;São Brás;Cristina;Iphone;Christine Busby;feminino;pix
369;Juiz de Fora;Luiza;Guitar Condor;Tina Pidgeon;feminino;pix
370;Juiz de Fora;Luiza;Smart Band 9 pro;Linda Mendez;feminino;boleto
371;Juiz de Fora;Luiza;Smart Band 9 pro;Donald Muni;masculino;dinheiro
372;São Paulo;Ana Oliveira;Iphone;Ralph Todd;masculino;dinheiro
373;São Paulo;Lucas Pereira;Guitar Condor;Dean Mims;masculino;dinheiro
374;São Paulo;Ana Oliveira;Iphone;Gary Wollenberg;masculino;pix
375;São Brás;Cristina;Smart Band 9 pro;Jon Gonzalez;masculino;cartão de crédito
376;Juiz de Fora;Marcelo;Geladeira;Nicholas Lindsey;masculino;pix
377;Juiz de Fora;Luiza;Guitar Condor;Carolyn Nunez;feminino;pix
378;Juiz de Fora;Marcelo;Guitar Condor;Daria Fox;feminino;cartão de crédito
379;Belo Horizonte;Luiz;Smart Band 9 pro;Nancy Stokes;feminino;cartão de crédito
380;Juiz de Fora;Marcelo;Guitar Condor;John Cronin;masculino;boleto
381;Belo Horizonte;Leticia;Iphone;Gabriel Wollschlager;masculino;pix
382;Belo Horizonte;Luiz;Smart Band 9 pro;Karen Tucker;feminino;pix
383;São Brás;Carlos;Iphone;Juan Coleman;masculino;cartão de crédito
384;Belo Horizonte;Leticia;Smart Band 9 pro;Camille Candelaria;feminino;boleto
385;São Brás;Carlos;Geladeira;David Woolridge;masculino;boleto
386;Belo Horizonte;Leticia;Smart Band 9 pro;Emma Parker;feminino;boleto
387;Belo Horizonte;Luiz;Iphone;Pedro Kama;masculino;boleto
388;São Brás;Cristina;Guitar Condor;Marvin Moralis;masculino;cartão de crédito
389;São Brás;Cristina;Guitar Condor;Brian Quimby;masculino;boleto
390;São Brás;Carlos;Smart Band 9 pro;Jennifer Jensen;feminino;boleto
391;São Brás;Cristina;Guitar Condor;Marla Parker;feminino;cartão de crédito
392;São Paulo;Lucas Pereira;Smart Band 9 pro;Leo Clark;masculino;boleto
393;São Paulo;Ana Oliveira;Guitar Condor;Esther Ballentine;feminino;cartão de crédito
394;Belo Horizonte;Leticia;Geladeira;Gary Cornelius;masculino;cartão de crédito
395;Belo Horizonte;Leticia;Smart Band 9 pro;John Hillegas;masculino;dinheiro
396;Belo Horizonte;Leticia;Iphone;Donna Wiggins;feminino;dinheiro
397;São Brás;Cristina;Iphone;Kevin May;masculino;dinheiro
398;São Paulo;Lucas Pereira;Guitar Condor;Jeffrey Segars;masculino;cartão de crédito
399;Belo Horizonte;Luiz;Smart Band 9 pro;Yukiko Sivels;feminino;dinheiro
400;Belo Horizonte;Luiz;Iphone;Michael Castillo;masculino;dinheiro
401;Juiz de Fora;Marcelo;Guitar Condor;John Bohrman;masculino;dinheiro
402;Juiz de Fora;Luiza;Smart Band 9 pro;Charles James;masculino;dinheiro
403;São Paulo;Ana Oliveira;Geladeira;Lorraine Mitchell;feminino;pix
404;Juiz de Fora;Luiza;Iphone;George Kelley;masculino;dinheiro
405;Belo Horizonte;Leticia;Smart Band 9 pro;Aubrey Mckenzie;masculino;pix
406;São Paulo;Ana Oliveira;Guitar Condor;Brandy Houghton;feminino;cartão de crédito
407;Juiz de Fora;Marcelo;Iphone;Dennis Reynolds;masculino;cartão de crédito
408;São Paulo;Lucas Pereira;Guitar Condor;Roderick Pendergrass;masculino;boleto
409;São Brás;Carlos;Geladeira;Hattie Selfridge;feminino;boleto
410;São Paulo;Lucas Pereira;Smart Band 9 pro;Andrew Durrah;masculino;pix
411;Belo Horizonte;Leticia;Geladeira;Katina Byer;feminino;pix
412;São Brás;Cristina;Geladeira;Russell Laino;masculino;boleto
413;Juiz de Fora;Luiza;Geladeira;Pearlie Carvajal;feminino;pix
414;São Brás;Cristina;Iphone;Patrick Presha;masculino;boleto
415;São Brás;Cristina;Geladeira;Jesus Mcdaniel;masculino;pix
416;Juiz de Fora;Luiza;Iphone;Clarence Monti;masculino;pix
417;Belo Horizonte;Luiz;Iphone;Anthony Bryant;masculino;dinheiro
418;São Brás;Cristina;Guitar Condor;David Moseley;masculino;dinheiro
419;São Paulo;Lucas Pereira;Iphone;Marion Henry;feminino;pix
420;Belo Horizonte;Luiz;Geladeira;Phillip Rangel;masculino;pix
421;São Paulo;Lucas Pereira;Smart Band 9 pro;William Kaufmann;masculino;boleto
422;Juiz de Fora;Luiza;Iphone;Lawrence Leversee;masculino;cartão de crédito
423;São Brás;Carlos;Smart Band 9 pro;Cheryl Willis;feminino;pix
424;São Paulo;Lucas Pereira;Geladeira;Mary Kim;feminino;pix
425;Belo Horizonte;Luiz;Iphone;Walter Lieber;masculino;boleto
426;Belo Horizonte;Luiz;Guitar Condor;Francis Easton;feminino;pix
427;São Paulo;Ana Oliveira;Iphone;Earl Mccombs;masculino;cartão de crédito
428;Juiz de Fora;Luiza;Guitar Condor;Jerry Thompson;masculino;cartão de crédito
429;Belo Horizonte;Luiz;Guitar Condor;Douglas Gustin;masculino;dinheiro
430;Belo Horizonte;Leticia;Geladeira;Ricky Moser;masculino;cartão de crédito
431;Belo Horizonte;Leticia;Guitar Condor;Casey Ragland;feminino;dinheiro
432;Juiz de Fora;Marcelo;Iphone;David Causey;masculino;cartão de crédito
433;São Paulo;Ana Oliveira;Geladeira;Erica Klepchick;feminino;cartão de crédito
434;Belo Horizonte;Leticia;Guitar Condor;Marianne Hill;feminino;cartão de crédito
435;Belo Horizonte;Leticia;Iphone;Sandra Hrabovsky;feminino;dinheiro
436;São Brás;Carlos;Geladeira;Jerry Demello;masculino;boleto
437;São Brás;Carlos;Smart Band 9 pro;John Martin;masculino;boleto
438;Juiz de Fora;Luiza;Geladeira;Jake Schafer;masculino;pix
439;Juiz de Fora;Marcelo;Geladeira;Shannon Emanuele;masculino;pix
440;São Brás;Cristina;Iphone;Sarah Kutz;feminino;dinheiro
441;Juiz de Fora;Luiza;Guitar Condor;Katlyn Howell;feminino;boleto
442;Belo Horizonte;Luiz;Iphone;Richard Mcclary;masculino;dinheiro
443;São Paulo;Ana Oliveira;Geladeira;Joshua Smith;masculino;pix
444;Belo Horizonte;Luiz;Iphone;James Fisher;masculino;boleto
445;Belo Horizonte;Luiz;Guitar Condor;Virginia Perez;feminino;boleto
446;São Paulo;Lucas Pereira;Smart Band 9 pro;Elizabeth Ensign;feminino;dinheiro
447;São Brás;Carlos;Smart Band 9 pro;Toni Priestley;feminino;boleto
448;Juiz de Fora;Marcelo;Geladeira;Nelson Key;masculino;cartão de crédito
449;São Paulo;Lucas Pereira;Iphone;Troy Haskins;masculino;boleto
450;São Paulo;Lucas Pereira;Smart Band 9 pro;Steven Gibbs;masculino;boleto
451;São Brás;Carlos;Iphone;Anne Dial;feminino;cartão de crédito
452;Juiz de Fora;Marcelo;Guitar Condor;Terry Tetreault;masculino;boleto
453;São Brás;Cristina;Smart Band 9 pro;Jerry Lewis;masculino;pix
454;Belo Horizonte;Luiz;Guitar Condor;Melissa Reyes;feminino;dinheiro
455;Belo Horizonte;Luiz;Guitar Condor;Alejandra Tobias;feminino;cartão de crédito
456;Belo Horizonte;Luiz;Smart Band 9 pro;Ethel Stolte;feminino;pix
457;São Brás;Carlos;Geladeira;Nora Friesen;feminino;boleto
458;Juiz de Fora;Luiza;Geladeira;Amber Ronca;feminino;boleto
459;São Paulo;Ana Oliveira;Geladeira;Adriana Alden;feminino;boleto
460;Juiz de Fora;Luiza;Smart Band 9 pro;Leida Martine;feminino;cartão de crédito
461;São Paulo;Ana Oliveira;Iphone;Miriam Worker;feminino;pix
462;São Brás;Carlos;Guitar Condor;Fernando Jones;masculino;boleto
463;Juiz de Fora;Luiza;Smart Band 9 pro;Sherry Bolen;feminino;boleto
464;São Brás;Carlos;Geladeira;Richard Merz;masculino;boleto
465;São Paulo;Ana Oliveira;Iphone;Charles Moradel;masculino;pix
466;São Brás;Carlos;Geladeira;Christa Hartfield;feminino;pix
467;Juiz de Fora;Luiza;Smart Band 9 pro;Michael Gomes;masculino;dinheiro
468;São Paulo;Lucas Pereira;Iphone;Lottie Vandam;feminino;cartão de crédito
469;Belo Horizonte;Leticia;Iphone;Kevin Mcnair;masculino;cartão de crédito
470;Juiz de Fora;Marcelo;Iphone;Evelyn Gonzalez;feminino;pix
471;São Paulo;Lucas Pereira;Geladeira;Marilyn Mccormick;feminino;cartão de crédito
472;Belo Horizonte;Leticia;Geladeira;Adam Turner;masculino;dinheiro
473;São Paulo;Ana Oliveira;Geladeira;Julie Swoager;feminino;pix
474;São Brás;Cristina;Geladeira;Danny Brandt;masculino;dinheiro
475;Belo Horizonte;Luiz;Guitar Condor;James Horton;masculino;pix
476;São Brás;Cristina;Iphone;Erik Bowles;masculino;cartão de crédito
477;São Brás;Cristina;Guitar Condor;Jennifer Singer;feminino;pix
478;São Brás;Cristina;Iphone;Jonathan Auman;masculino;dinheiro
479;São Brás;Carlos;Smart Band 9 pro;Eva Davis;feminino;boleto
480;São Paulo;Ana Oliveira;Smart Band 9 pro;Treva Beale;feminino;boleto
481;Juiz de Fora;Marcelo;Guitar Condor;Elwood Lewis;masculino;cartão de crédito
482;Belo Horizonte;Luiz;Guitar Condor;Nancy Richmond;feminino;pix
483;Juiz de Fora;Marcelo;Guitar Condor;Mary Johnson;feminino;cartão de crédito
484;Belo Horizonte;Luiz;Smart Band 9 pro;Ellen Kohler;feminino;pix
485;Juiz de Fora;Luiza;Guitar Condor;Darlene Anderson;feminino;cartão de crédito
486;Belo Horizonte;Luiz;Guitar Condor;Timothy Hillebrandt;masculino;pix
487;Juiz de Fora;Marcelo;Iphone;Penny Smith;feminino;pix
488;Belo Horizonte;Luiz;Iphone;Darlene Wright;feminino;pix
489;Belo Horizonte;Luiz;Geladeira;Christine Smith;feminino;pix
490;Juiz de Fora;Marcelo;Geladeira;Johnny Brimfield;masculino;dinheiro
491;Belo Horizonte;Luiz;Guitar Condor;Linda Davis;feminino;cartão de crédito
492;São Paulo;Ana Oliveira;Geladeira;Kevin Cates;masculino;pix
493;São Paulo;Lucas Pereira;Geladeira;Daniel Arias;masculino;boleto
494;Belo Horizonte;Luiz;Iphone;Brandon Herndon;masculino;dinheiro
495;Juiz de Fora;Luiza;Smart Band 9 pro;Katrina Delvalle;feminino;boleto
496;Juiz de Fora;Luiza;Smart Band 9 pro;Alma Winchel;feminino;boleto
497;São Paulo;Lucas Pereira;Geladeira;William Crowe;masculino;pix
498;São Brás;Cristina;Guitar Condor;Angel Wisniewski;masculino;pix
499;Belo Horizonte;Leticia;Geladeira;Robert Soper;masculino;cartão de crédito
500;Belo Horizonte;Leticia;Smart Band 9 pro;Michelle Miller;feminino;boleto
501;Belo Horizonte;Luiz;Smart Band 9 pro;Tracey Murphy;feminino;boleto
502;São Brás;Cristina;Guitar Condor;Bradley Fanning;masculino;dinheiro
503;Juiz de Fora;Marcelo;Guitar Condor;Danny Douglas;masculino;cartão de crédito
504;São Paulo;Lucas Pereira;Smart Band 9 pro;Ricardo Matthew;masculino;pix
505;São Paulo;Ana Oliveira;Smart Band 9 pro;Cheryl Wenning;feminino;boleto
506;Belo Horizonte;Leticia;Guitar Condor;Michael Sheffield;masculino;boleto
507;São Brás;Carlos;Guitar Condor;Dora Bush;feminino;pix
508;Juiz de Fora;Marcelo;Smart Band 9 pro;Emma Schroer;feminino;dinheiro
509;Belo Horizonte;Leticia;Iphone;Rodney Beahm;masculino;pix
510;São Paulo;Lucas Pereira;Geladeira;Kimberly Armstrong;feminino;dinheiro
511;Belo Horizonte;Luiz;Geladeira;Horace Ellwanger;masculino;pix
512;São Brás;Carlos;Smart Band 9 pro;Errol Lacey;masculino;cartão de crédito
513;Juiz de Fora;Luiza;Smart Band 9 pro;Damien Karcher;masculino;cartão de crédito
514;Belo Horizonte;Luiz;Guitar Condor;Nancy Landon;feminino;pix
515;São Brás;Cristina;Smart Band 9 pro;Josie Long;feminino;dinheiro
516;Juiz de Fora;Luiza;Geladeira;James Nelson;masculino;pix
517;Juiz de Fora;Marcelo;Guitar Condor;Toni Kasper;feminino;cartão de crédito
518;Juiz de Fora;Marcelo;Smart Band 9 pro;Maria Guerra;feminino;dinheiro
519;São Paulo;Ana Oliveira;Iphone;Jeffrey Johnson;masculino;dinheiro
520;Juiz de Fora;Luiza;Smart Band 9 pro;Carol Beane;feminino;cartão de crédito
521;Juiz de Fora;Marcelo;Geladeira;Willie Mcfarland;masculino;cartão de crédito
522;Juiz de Fora;Marcelo;Geladeira;Ed Spaniel;masculino;pix
523;Juiz de Fora;Luiza;Geladeira;Orville Becker;masculino;pix
524;Belo Horizonte;Luiz;Smart Band 9 pro;Kathleen Phillips;feminino;pix
525;Juiz de Fora;Marcelo;Iphone;Robbie Pleva;masculino;boleto
526;São Brás;Cristina;Geladeira;Valery Leeper;feminino;pix
527;Belo Horizonte;Leticia;Smart Band 9 pro;Arthur Porter;masculino;boleto
528;São Paulo;Lucas Pereira;Geladeira;Silva Spigner;feminino;dinheiro
529;Belo Horizonte;Leticia;Geladeira;Bobby Geer;masculino;pix
530;Belo Horizonte;Leticia;Iphone;Robert Rivera;masculino;pix
531;São Brás;Cristina;Iphone;Lourdes Alcott;feminino;cartão de crédito
532;São Paulo;Ana Oliveira;Iphone;Rosalinda Strong;feminino;cartão de crédito
533;São Paulo;Lucas Pereira;Iphone;Beverly Stansel;feminino;boleto
534;Belo Horizonte;Leticia;Guitar Condor;John Hight;masculino;dinheiro
535;São Paulo;Lucas Pereira;Smart Band 9 pro;Lisa Mccray;feminino;dinheiro
536;Belo Horizonte;Leticia;Geladeira;Mary Lockhart;feminino;boleto
537;São Brás;Carlos;Guitar Condor;Keith Taylor;masculino;boleto
538;Juiz de Fora;Luiza;Iphone;Heather Anderson;feminino;pix
539;São Paulo;Lucas Pereira;Iphone;Mary Price;feminino;pix
540;Juiz de Fora;Luiza;Iphone;Tamika Dorado;feminino;pix
541;São Brás;Carlos;Iphone;Silas Wheat;masculino;cartão de crédito
542;Juiz de Fora;Marcelo;Iphone;Arron Durgan;masculino;boleto
543;São Paulo;Lucas Pereira;Smart Band 9 pro;Jenny Handy;feminino;dinheiro
544;Belo Horizonte;Luiz;Guitar Condor;Alan Hastings;masculino;pix
545;Belo Horizonte;Luiz;Iphone;Julian Lambert;masculino;pix
546;São Brás;Cristina;Geladeira;Rita Damiano;feminino;dinheiro
547;São Paulo;Lucas Pereira;Iphone;Ernest Robinson;masculino;pix
548;São Brás;Cristina;Geladeira;Justine Shook;feminino;dinheiro
549;São Paulo;Lucas Pereira;Guitar Condor;James Crowder;masculino;dinheiro
550;São Paulo;Ana Oliveira;Guitar Condor;Carol Guerette;feminino;pix
551;São Brás;Cristina;Iphone;Michael Huhn;masculino;boleto
552;São Paulo;Lucas Pereira;Smart Band 9 pro;Kenneth Green;masculino;cartão de crédito
553;Belo Horizonte;Luiz;Iphone;Otis Taylor;masculino;boleto
554;Belo Horizonte;Leticia;Iphone;Karen Daniel;feminino;cartão de crédito
555;São Paulo;Lucas Pereira;Geladeira;Julie Xiong;feminino;cartão de crédito
556;Belo Horizonte;Luiz;Guitar Condor;Louise Anderson;feminino;cartão de crédito
557;São Brás;Cristina;Guitar Condor;Edith Dumond;feminino;cartão de crédito
558;Juiz de Fora;Marcelo;Geladeira;Enrique Settles;masculino;boleto
559;São Brás;Cristina;Guitar Condor;Minnie Hernandez;feminino;pix
560;Juiz de Fora;Marcelo;Iphone;Therese Mitchell;feminino;dinheiro
561;Juiz de Fora;Marcelo;Iphone;Russell Barr;masculino;boleto
562;São Paulo;Lucas Pereira;Geladeira;Elaine Brown;feminino;boleto
563;Belo Horizonte;Luiz;Iphone;Jackie Rowe;feminino;dinheiro
564;São Brás;Cristina;Geladeira;Stephen Wetzel;masculino;pix
565;Juiz de Fora;Marcelo;Geladeira;Amy Hudley;feminino;dinheiro
566;Belo Horizonte;Luiz;Iphone;Martha Zinzow;feminino;cartão de crédito
567;Juiz de Fora;Luiza;Iphone;Joann Greene;feminino;pix
568;Juiz de Fora;Marcelo;Guitar Condor;Vernon Ollie;masculino;dinheiro
569;Belo Horizonte;Luiz;Guitar Condor;Mary Branson;feminino;cartão de crédito
570;São Paulo;Ana Oliveira;Geladeira;Iris Hathaway;feminino;boleto
571;São Brás;Cristina;Iphone;Darlene Stone;feminino;dinheiro
572;Belo Horizonte;Luiz;Iphone;Deborah Griffiths;feminino;cartão de crédito
573;São Brás;Cristina;Iphone;Steve Reyna;masculino;cartão de crédito
574;Belo Horizonte;Luiz;Iphone;Minnie Eisenberg;feminino;boleto
575;Juiz de Fora;Luiza;Iphone;Ella Hosley;feminino;dinheiro
576;Juiz de Fora;Marcelo;Smart Band 9 pro;Stacey Pike;feminino;pix
577;São Paulo;Ana Oliveira;Smart Band 9 pro;Michael Triana;masculino;pix
578;Belo Horizonte;Luiz;Iphone;Floyd Williams;masculino;cartão de crédito
579;Juiz de Fora;Luiza;Iphone;Kirk Phillips;masculino;pix
580;São Paulo;Lucas Pereira;Iphone;Darline Shields;feminino;pix
581;Juiz de Fora;Marcelo;Smart Band 9 pro;Donald Felder;masculino;dinheiro
582;Juiz de Fora;Luiza;Geladeira;Doris Owens;feminino;boleto
583;São Paulo;Lucas Pereira;Iphone;Antoine Wilks;masculino;boleto
584;Belo Horizonte;Leticia;Iphone;Gladys Duncan;feminino;boleto
585;Juiz de Fora;Marcelo;Geladeira;Margaret Cramer;feminino;boleto
586;Belo Horizonte;Luiz;Smart Band 9 pro;Tiffany Hess;feminino;pix
587;São Brás;Carlos;Guitar Condor;Joan Dorsey;feminino;pix
588;Juiz de Fora;Luiza;Smart Band 9 pro;Ernest Christensen;masculino;pix
589;Belo Horizonte;Luiz;Geladeira;Curtis Hyland;masculino;dinheiro
590;São Brás;Cristina;Geladeira;Christopher Carmichael;masculino;dinheiro
591;São Paulo;Lucas Pereira;Guitar Condor;Jeffrey Gobel;masculino;boleto
592;Juiz de Fora;Marcelo;Geladeira;William Hook;masculino;cartão de crédito
593;Juiz de Fora;Marcelo;Geladeira;Dale Hill;masculino;boleto
594;São Brás;Carlos;Guitar Condor;Ralph Morales;masculino;cartão de crédito
595;São Paulo;Lucas Pereira;Guitar Condor;Jackie Macdougall;feminino;dinheiro
596;São Paulo;Lucas Pereira;Guitar Condor;Gilbert Adams;masculino;boleto
597;São Brás;Cristina;Guitar Condor;Lisa Anderson;feminino;boleto
598;São Brás;Carlos;Iphone;Gerald Neal;masculino;dinheiro
599;Juiz de Fora;Luiza;Iphone;Hattie Adams;feminino;boleto
600;Belo Horizonte;Leticia;Geladeira;Peggy Lee;feminino;pix
601;São Paulo;Ana Oliveira;Geladeira;Daniel Mitchell;masculino;cartão de crédito
602;São Paulo;Lucas Pereira;Iphone;Margaret Avalos;feminino;dinheiro
603;Juiz de Fora;Luiza;Iphone;Teresa Showe;feminino;dinheiro
604;São Paulo;Ana Oliveira;Geladeira;Hattie Feldman;feminino;pix
605;São Paulo;Lucas Pereira;Iphone;Toni Browning;feminino;cartão de crédito
606;São Paulo;Lucas Pereira;Guitar Condor;Tyrone Gregory;masculino;boleto
607;São Brás;Cristina;Smart Band 9 pro;Matthew Paul;masculino;pix
608;Belo Horizonte;Leticia;Geladeira;Philip Powell;masculino;cartão de crédito
609;São Brás;Carlos;Geladeira;Michael Robinson;masculino;dinheiro
610;Juiz de Fora;Luiza;Guitar Condor;Samuel Luce;masculino;cartão de crédito
611;São Paulo;Ana Oliveira;Smart Band 9 pro;Katherine Creek;feminino;pix
612;Juiz de Fora;Luiza;Guitar Condor;William Young;masculino;pix
613;Juiz de Fora;Marcelo;Smart Band 9 pro;William Pedroza;masculino;pix
614;São Paulo;Lucas Pereira;Iphone;Flossie Hill;feminino;cartão de crédito
615;São Brás;Cristina;Iphone;Anne Humphrey;feminino;pix
616;Juiz de Fora;Luiza;Guitar Condor;Dave Smallwood;masculino;dinheiro
617;São Paulo;Ana Oliveira;Iphone;Luis Mitchell;masculino;pix
618;São Brás;Carlos;Guitar Condor;Raymond Walker;masculino;boleto
619;Belo Horizonte;Luiz;Iphone;Thomas Bulle;masculino;pix
620;Belo Horizonte;Luiz;Guitar Condor;Arthur Pino;masculino;cartão de crédito
621;São Paulo;Lucas Pereira;Geladeira;Arthur Strickland;masculino;cartão de crédito
622;Belo Horizonte;Luiz;Guitar Condor;John Page;masculino;pix
623;São Paulo;Lucas Pereira;Iphone;Ronald Karas;masculino;cartão de crédito
624;Juiz de Fora;Marcelo;Smart Band 9 pro;Leslie Walker;feminino;pix
625;Belo Horizonte;Leticia;Geladeira;Scott Perry;masculino;cartão de crédito
626;São Paulo;Lucas Pereira;Iphone;Elizabeth Lombardi;feminino;boleto
627;Juiz de Fora;Marcelo;Smart Band 9 pro;Madeline Elrod;feminino;dinheiro
628;São Paulo;Ana Oliveira;Geladeira;Brian Kazarian;masculino;boleto
629;São Brás;Carlos;Guitar Condor;Ruben Golojuch;masculino;pix
630;São Paulo;Lucas Pereira;Guitar Condor;Albert Hermans;masculino;cartão de crédito
631;São Paulo;Lucas Pereira;Smart Band 9 pro;Robert Abercrombie;masculino;cartão de crédito
632;Belo Horizonte;Luiz;Smart Band 9 pro;Angelica Strauss;feminino;boleto
633;Belo Horizonte;Luiz;Smart Band 9 pro;Brent Larsen;masculino;cartão de crédito
634;São Paulo;Lucas Pereira;Geladeira;Frank Fernandez;masculino;pix
635;Juiz de Fora;Luiza;Iphone;Jeremy Shetler;masculino;dinheiro
636;São Brás;Cristina;Geladeira;Robert Lukach;masculino;cartão de crédito
637;São Brás;Carlos;Iphone;Issac Mccan;masculino;cartão de crédito
638;Juiz de Fora;Marcelo;Smart Band 9 pro;Olivia Dellapenna;feminino;cartão de crédito
639;Juiz de Fora;Luiza;Geladeira;Ellen Merritt;feminino;cartão de crédito
640;Belo Horizonte;Leticia;Geladeira;Curtis Wojciechowski;masculino;pix
641;São Paulo;Lucas Pereira;Smart Band 9 pro;Evan Crader;masculino;pix
642;São Brás;Cristina;Smart Band 9 pro;Jacinto Hirsch;masculino;pix
643;Belo Horizonte;Leticia;Smart Band 9 pro;Charlotte Prendergast;feminino;boleto
644;Juiz de Fora;Marcelo;Guitar Condor;Robert David;masculino;cartão de crédito
645;São Paulo;Lucas Pereira;Geladeira;Cynthia Fagan;feminino;boleto
646;Belo Horizonte;Luiz;Iphone;Valeria Payne;feminino;boleto
647;São Brás;Carlos;Guitar Condor;Christina Mayoras;feminino;pix
648;Belo Horizonte;Luiz;Geladeira;Teresa Long;feminino;dinheiro
649;São Paulo;Lucas Pereira;Iphone;Jerilyn Stainback;feminino;pix
650;São Paulo;Lucas Pereira;Iphone;Christopher Marty;masculino;cartão de crédito
651;Juiz de Fora;Marcelo;Smart Band 9 pro;Valerie Farrell;feminino;boleto
652;Juiz de Fora;Marcelo;Smart Band 9 pro;Jeanne Huett;feminino;cartão de crédito
653;São Paulo;Lucas Pereira;Guitar Condor;Sean Moldenhauer;masculino;boleto
654;São Paulo;Lucas Pereira;Geladeira;Patricia Oneill;feminino;dinheiro
655;Belo Horizonte;Luiz;Guitar Condor;Wanda Licata;feminino;boleto
656;São Brás;Carlos;Iphone;David Harris;masculino;boleto
657;São Brás;Cristina;Smart Band 9 pro;Lucile Rigdon;feminino;dinheiro
658;Juiz de Fora;Luiza;Smart Band 9 pro;Maria Robeson;feminino;cartão de crédito
659;São Brás;Cristina;Geladeira;Alma Wright;feminino;boleto
660;São Brás;Cristina;Geladeira;Rosa Hargett;feminino;pix
661;Belo Horizonte;Luiz;Iphone;Albert Alvarado;masculino;pix
662;Juiz de Fora;Marcelo;Geladeira;Michael Casey;masculino;dinheiro
663;São Brás;Carlos;Guitar Condor;Douglas Manns;masculino;boleto
664;São Paulo;Lucas Pereira;Guitar Condor;Ezequiel Smith;masculino;dinheiro
665;Juiz de Fora;Luiza;Guitar Condor;Benjamin Cyrus;masculino;dinheiro
666;Juiz de Fora;Marcelo;Iphone;Bobby Greer;masculino;boleto
667;Juiz de Fora;Luiza;Smart Band 9 pro;Ruth Marks;feminino;dinheiro
668;São Paulo;Lucas Pereira;Iphone;Robert Edwards;masculino;boleto
669;Belo Horizonte;Luiz;Smart Band 9 pro;Katie Elhard;feminino;boleto
670;Juiz de Fora;Luiza;Smart Band 9 pro;Louis Geoghegan;masculino;cartão de crédito
671;São Brás;Carlos;Iphone;Johnetta Smith;feminino;cartão de crédito
672;São Brás;Cristina;Iphone;Gerald Phillips;masculino;dinheiro
673;São Brás;Cristina;Guitar Condor;Gretchen Minert;feminino;cartão de crédito
674;Juiz de Fora;Luiza;Smart Band 9 pro;Catherine Keithly;feminino;cartão de crédito
675;São Paulo;Lucas Pereira;Smart Band 9 pro;John Noble;masculino;dinheiro
676;Belo Horizonte;Luiz;Guitar Condor;Doug Gibbons;masculino;dinheiro
677;São Brás;Carlos;Iphone;Stephanie Moody;feminino;boleto
678;São Brás;Carlos;Smart Band 9 pro;Steven Oeltjen;masculino;cartão de crédito
679;São Paulo;Ana Oliveira;Iphone;Nancy Lloyd;feminino;dinheiro
680;São Paulo;Ana Oliveira;Iphone;Norman Hains;masculino;pix
681;Belo Horizonte;Leticia;Geladeira;Paul Marshall;masculino;dinheiro
682;Juiz de Fora;Luiza;Smart Band 9 pro;Johnny Mccormick;masculino;boleto
683;São Brás;Carlos;Guitar Condor;Kerry Rush;feminino;boleto
684;Belo Horizonte;Leticia;Geladeira;Sandra Sowder;feminino;cartão de crédito
685;São Brás;Cristina;Guitar Condor;Lillian Knudtson;feminino;pix
686;São Paulo;Ana Oliveira;Guitar Condor;Thelma Christian;feminino;dinheiro
687;São Paulo;Lucas Pereira;Smart Band 9 pro;John Roberts;masculino;cartão de crédito
688;Belo Horizonte;Luiz;Guitar Condor;William Mathis;masculino;pix
689;Belo Horizonte;Leticia;Guitar Condor;Walter Turja;masculino;cartão de crédito
